filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,from_CSD,public,State,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,,,,,,,,,,,,,
PEWGEF_freeONLY,8.37054,4.05877,7.73177,1.23444,1351.8,1095.07,0,0,0.5916,0.479245,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PEWKOT_freeONLY,5.45411,3.32069,4.75757,1.65307,436.668,264.155,126.937,76.7882,0.457,0.276455,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PEWLUA_freeONLY,17.77125,5.05152,17.77125,0.618498,2346.41,3793.72,0,0,0.7822,1.26468,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PEWXUL01_freeONLY,5.54275,4.60824,5.54275,1.0598,1055.66,996.092,0,0,0.5124,0.483488,0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PEWXUL_freeONLY,5.34544,4.38509,5.34544,1.05997,1077.55,1016.58,0,0,0.5136,0.48454,0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PEXBIF01_freeONLY,3.97196,3.02301,3.97134,1.51778,0,0,117.622,77.4958,0.4204,0.276983,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PEXBIF_freeONLY,4.0229,3.2242,4.01415,1.47447,0,0,192.346,130.451,0.437,0.296377,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PEXTUI_freeONLY,4.59753,3.7853,4.57443,1.54739,1227.49,793.264,0,0,0.5406,0.349361,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PEYPAM_SL,6.47723,4.9888,6.46954,1.38224,1403.34,1015.27,0,0,0.5238,0.378951,0,Zn,No,,SL,Y,Y,,,,,,,,,,,,,,,,,,,,
PEYPIU_freeONLY,4.73554,3.50341,4.73554,1.41341,845.394,598.124,0,0,0.4704,0.332812,0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PEYSIW_freeONLY,5.69089,4.7197,5.69089,1.0552,1032.59,978.576,0,0,0.5102,0.483511,0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PEYVEV_freeONLY,8.8911,3.19904,8.2385,1.4909,0,0,1376.16,923.044,0.6028,0.404321,0,In,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIBPAS01_freeONLY,10.22467,9.87308,10.22467,0.904434,1674.99,1851.98,0,0,0.6484,0.716913,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PICTIG_freeONLY,7.17773,5.19524,7.1746,0.956819,2131.67,2227.87,0,0,0.65,0.679334,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIDMEV01_freeONLY,7.48133,2.96978,7.45837,1.1593,0,0,1135.65,979.597,0.5374,0.463554,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIDMEV_freeONLY,7.7619,4.42953,7.71379,1.03258,1688.46,1635.19,0,0,0.5902,0.57158,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIGHIX01_freeONLY,4.25504,3.06381,4.24963,1.29423,0,0,542.381,419.077,0.4582,0.354033,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIGHIX_freeONLY,4.27166,3.21122,4.2697,1.25505,0,0,770.951,614.279,0.4778,0.380702,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIGXAF_freeONLY,4.48463,2.94053,4.48463,2.16298,0,0,459.955,212.649,0.4888,0.225984,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIGXUZ_freeONLY,4.56718,3.56694,4.54309,1.41248,518.542,367.114,0,0,0.408,0.288854,0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIHNUQ_freeONLY,4.36505,3.62057,4.36492,1.46153,400.036,273.71,0,0,0.4114,0.281486,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIHWAG_freeONLY,5.79622,4.83967,5.50767,1.42559,1115.96,782.802,0,0,0.4658,0.326741,0,La,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIHWOU_freeONLY,4.6487,3.54073,4.5523,1.74456,1048.04,600.749,0,0,0.5644,0.32352,0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIJDIX_freeONLY,5.30724,3.52085,5.26545,1.71921,1128.44,656.369,0,0,0.5814,0.338178,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIJJEZ_freeONLY,14.75395,5.96588,14.75395,0.935418,1803.08,1927.56,0,0,0.656,0.70129,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIJJOI_freeONLY,6.12931,4.00789,6.08289,1.09199,859.144,786.767,2.75763,2.52532,0.5414,0.495791,0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIJROR_freeONLY,5.79686,4.83163,5.46915,1.43314,1121,782.198,0,0,0.471,0.328648,0,Ce,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIQFIG_freeONLY,9.19593,7.79711,9.19593,0.691873,2332.15,3370.77,0,0,0.7756,1.12101,0,"Cr,Mn",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIQMOT_freeONLY,6.47127,5.32823,6.30186,1.23035,1074.68,873.471,0,0,0.4866,0.395496,0,Ce,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIQMUZ_freeONLY,4.75987,3.83132,4.7199,1.1932,598.564,501.645,0,0,0.4688,0.392892,0,Ce,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIRYOF_freeONLY,4.12606,2.47899,4.12445,1.28091,0,0,168.305,131.395,0.4818,0.376139,0,"Cu,Fe",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIWSEV_freeONLY,8.1275,6.47279,8.02622,0.917643,1817.04,1980.12,0,0,0.6262,0.6824,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIYZAZ_freeONLY,7.00061,5.66568,7.00061,1.03548,2663.91,2572.62,0,0,0.7414,0.715993,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIYZED01_freeONLY,6.96517,5.63588,6.96517,1.04478,2626.41,2513.83,0,0,0.7254,0.694307,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIYZED02_freeONLY,6.95041,5.62583,6.95041,1.04842,2625.12,2503.87,0,0,0.7248,0.691323,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIYZED03_freeONLY,6.91935,5.60013,6.91935,1.05779,2618.81,2475.74,0,0,0.7212,0.681798,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIYZED_freeONLY,7.00442,5.67284,7.00442,1.03221,2628.22,2546.21,0,0,0.7278,0.705091,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIZHOX_freeONLY,5.65864,4.53562,5.60479,1.12436,1267.17,1127.01,0,0,0.5488,0.488099,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIZPIX02_freeONLY,3.85428,3.40718,3.84496,1.91668,432.349,225.572,1.25333,0.653907,0.4804,0.250642,0,Er,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIZQUM_freeONLY,5.38703,4.44024,5.38703,1.21672,1189.38,977.523,0,0,0.5254,0.431815,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIZRAT_freeONLY,5.69309,4.64481,5.67801,1.18335,1207.09,1020.06,0,0,0.5368,0.453627,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIZRUN_freeONLY,5.3818,4.43333,5.37307,1.2127,1196.95,987.011,0,0,0.5248,0.432754,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PIZSAU_freeONLY,5.7096,4.51588,5.7096,1.18019,1218.01,1032.05,0,0,0.5404,0.457893,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POBNEA_freeONLY,12.6133,10.84896,12.6133,0.646582,1753.98,2712.69,2.26513,3.50323,0.7374,1.14046,0,"Co,Li",Yes,Li,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POBYAH_charged,5.61208,3.90993,5.47281,3.11106,1121.22,360.397,0,0,0.4562,0.146638,0,"W,Ni",No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,
POCPAZ_freeONLY,5.1659,3.95314,5.10514,1.32933,525.536,395.338,0,0,0.4318,0.324824,0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POFGUO_freeONLY,5.1465,3.74676,5.14199,0.93374,1597.91,1711.3,0,0,0.5678,0.608092,0,Li,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POFSIN01_freeONLY,6.99195,5.64457,6.99195,1.04057,2621.47,2519.27,0,0,0.7274,0.699041,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POFSIN02_freeONLY,6.98557,5.64932,6.97231,1.04143,2630.55,2525.91,0,0,0.7252,0.69635,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POFSIN03_freeONLY,6.95953,5.63255,6.95953,1.04557,2624.93,2510.51,0,0,0.7258,0.694164,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POFSIN04_freeONLY,6.97392,5.62462,6.97392,1.04699,2616.52,2499.1,0,0,0.7262,0.69361,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POFSIN_freeONLY,6.96628,5.64795,6.96628,1.04283,2632.71,2524.58,0,0,0.7246,0.694838,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POHCOG_freeONLY,6.03433,4.98914,5.98921,1.54389,1290.39,835.809,0,0,0.5212,0.33759,0,"Fe,Ag",Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POHMAC_freeONLY,3.17068,2.41121,3.14355,1.99309,0,0,0,0,0.3872,0.194272,0,Gd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POHWIU_freeONLY,15.94965,10.39364,15.94872,0.468631,1989.13,4244.56,0,0,0.8084,1.72502,0,Co,Yes,Co,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POJTUE_freeONLY,2.98206,2.71894,2.98206,1.58829,0,0,0,0,0.425,0.267584,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POKGEC_freeONLY,4.44927,3.87743,4.27801,1.23366,300.197,243.338,241.596,195.836,0.491,0.398001,0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POKSAL_freeONLY,3.77512,2.42588,3.76684,2.18097,0,0,241.943,110.934,0.3686,0.169007,0,"Cu,Yb",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POKSIT_freeONLY,4.05029,2.98961,4.04453,2.15699,0,0,266.233,123.428,0.3618,0.167733,0,"Cu,Tm",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POKTIU_freeONLY,3.92287,2.50722,3.91956,2.17188,0,0,252.421,116.222,0.346,0.159309,0,"Cu,Lu",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POKTUG_freeONLY,4.00604,3.07895,4.00604,2.12797,0,0,268.425,126.141,0.3582,0.168329,0,"Cu,Ho",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POKVAO_freeONLY,3.85732,2.87025,3.85732,2.11277,0,0,257.221,121.746,0.3626,0.171623,0,"Cu,Gd",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POKVIW_freeONLY,3.96974,2.78493,3.95756,2.14594,0,0,277.048,129.104,0.364,0.169623,0,"Cu,Er",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POLBAT_freeONLY,4.56307,2.807,4.55215,2.50493,0,0,554.41,221.328,0.4158,0.165993,0,Ga,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POLBEX_freeONLY,8.55331,7.31354,8.46863,1.98623,1149.15,578.559,46.9518,23.6386,0.5414,0.272577,0,Ga,Yes,Ga,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POLBIB_freeONLY,4.34436,3.15197,4.34436,2.00219,0,0,478.519,238.997,0.4142,0.206873,0,V,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POLBUN_freeONLY,4.31477,3.58843,4.31278,2.39943,670.094,279.272,0,0,0.4488,0.187045,0,Ga,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POLDOK_freeONLY,5.06326,4.95206,5.06326,1.44271,500.914,347.204,76.3428,52.9162,0.4724,0.327439,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POLDUQ_freeONLY,5.0902,4.98067,5.0902,1.44184,520.517,361.01,59.0453,40.9514,0.471,0.326666,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POLNAG_freeONLY,4.25482,2.95665,4.25482,1.51111,0,0,493.123,326.332,0.467,0.309045,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POLYEW_freeONLY,5.14291,3.60228,5.14291,1.21883,774.169,635.173,0,0,0.4678,0.38381,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PONPOX_freeONLY,4.5617,3.77666,4.56065,2.3716,853.999,360.095,0,0,0.4606,0.194215,0,Ga,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POQKAI_freeONLY,3.6073,2.68378,3.6073,2.51254,0,0,60.5773,24.11,0.4162,0.165649,0,In,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POQQES_freeONLY,5.18137,2.55499,5.18137,2.03258,0,0,679.603,334.355,0.4158,0.204568,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POQXAV_charged,3.66962,3.01449,3.66225,1.54228,0,0,27.0501,17.539,0.3944,0.255725,0,Ni,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,
PORGAE_freeONLY,5.87412,3.87625,5.87412,2.28472,891.425,390.167,0,0,0.4496,0.196785,0,"Ga,Co",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PORLAL_freeONLY,7.82429,7.37109,7.82429,1.23333,1163.62,943.482,0,0,0.5102,0.413678,0,Gd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PORLEP_freeONLY,7.93943,4.67024,7.92199,1.76214,638.871,362.555,235.766,133.795,0.4966,0.281817,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PORVID_freeONLY,7.37109,6.82741,7.37109,1.40599,1511.82,1075.27,0,0,0.5614,0.399292,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PORVUO_freeONLY,4.67797,3.97904,4.67797,1.06036,1507.72,1421.89,0,0,0.5284,0.498321,0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POSFIO_freeONLY,6.80619,3.42889,6.79194,1.15852,1000.28,863.415,0,0,0.5272,0.455065,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POSFOU_freeONLY,4.73608,3.35906,4.73077,1.31618,562.105,427.072,0,0,0.5096,0.38718,0,Cd,Yes,Cd,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POSGAH_freeONLY,6.19197,4.53531,6.16887,1.09324,1845.26,1687.87,0,0,0.5814,0.531812,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POSGEL_freeONLY,4.66008,2.93509,4.66008,1.39498,0,0,373.044,267.419,0.4768,0.341797,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POTNET_freeONLY,4.49618,3.47503,4.4855,1.44005,821.543,570.497,0,0,0.5128,0.3561,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POVXII_freeONLY,4.522,2.81232,4.46146,1.57551,0,0,327.166,207.657,0.4076,0.25871,0,Mn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POVZOR_freeONLY,3.64132,2.46052,3.58399,3.84071,0,0,18.089,4.70979,0.3386,0.0881608,0,"Cu,W,Si,Eu",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POVZUX_freeONLY,3.57053,2.53416,3.57053,3.83482,0,0,17.5701,4.58172,0.3388,0.0883483,0,"Cu,Si,Sm,W",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POWBEK_freeONLY,3.58887,2.50814,3.55709,3.79092,0,0,26.5954,7.01556,0.3372,0.0889494,0,"Cu,Si,Y,W",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POWBIO_freeONLY,3.62583,2.50665,3.62583,3.85588,0,0,26.3381,6.83062,0.3338,0.086569,0,"Cu,Si,Ce,W",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POXHIU_freeONLY,3.69182,3.28243,3.69182,2.32077,0,0,87.5383,37.7196,0.3524,0.151846,0,"Ag,Ho",Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POXHOA_freeONLY,3.6953,3.29845,3.6953,2.30113,0,0,94.6734,41.1421,0.3532,0.153489,0,"Dy,Ag",Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POXHUG_freeONLY,3.71237,3.33062,3.70654,2.23161,50.2961,22.5381,54.4654,24.4064,0.3578,0.160333,0,"Ag,Eu",Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POYPAW_freeONLY,7.97392,4.92371,7.96142,0.954107,1622.71,1700.76,0,0,0.5818,0.609785,0,"Cd,Ni",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
POZHUI_ion_b,9.39252,3.7857,9.39207,1.30542,878.942,673.301,73.4571,56.2708,0.5296,0.405693,0,"In,Mg",No,,ion_b,Y,Y,,,,,,,,,,,,,,,,,,,,
PRIMIN_freeONLY,4.37293,3.09099,4.36474,1.69966,0,0,457.183,268.985,0.475,0.279467,0,Pr,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUFNUB_freeONLY,4.95108,3.29964,4.95034,1.53377,0,0,393.158,256.335,0.3948,0.257405,0,Sm,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUFRIR_freeONLY,5.49936,4.09512,5.49936,1.04691,1828.2,1746.29,0,0,0.607,0.579804,0,Gd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUFXIZ_freeONLY,4.45664,2.62764,4.38268,1.42534,0,0,632.858,444.006,0.4832,0.339007,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUFXUL_freeONLY,4.50657,3.0834,4.38751,1.24643,0,0,500.349,401.426,0.512,0.410774,0,Cd,Yes,Cd,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUGSER_freeONLY,9.40538,8.82837,9.39896,0.800645,2377.49,2969.47,0,0,0.7256,0.906269,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUGSOB_freeONLY,9.50607,8.86576,9.50607,0.864037,2169.58,2510.98,0,0,0.6944,0.803669,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUGSUH_freeONLY,9.30915,8.71365,9.30507,0.821567,2358.23,2870.4,0,0,0.708,0.861767,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUJJEL_freeONLY,8.21964,7.70903,8.21964,1.16845,1383.43,1183.98,0,0,0.56,0.479266,0,La,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUJMOW_freeONLY,4.01786,2.55316,3.97943,2.94899,0,0,302.486,102.573,0.5354,0.181554,0,Ag,Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUJQEQ_freeONLY,7.62791,6.18953,7.62791,0.66886,2115.6,3163,0,0,0.6814,1.01875,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUKSUL_freeONLY,6.59798,4.14111,6.57182,1.5702,2804.07,1785.8,0,0,0.6962,0.443383,0,"Cu,W",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUKVAU_freeONLY,5.72482,4.86227,5.72482,1.28183,893.235,696.844,0,0,0.4846,0.378053,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PULHOT_freeONLY,5.02589,2.8012,5.01307,1.81033,0,0,869.819,480.476,0.5112,0.28238,0,"Ga,Mn",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PULMIU_freeONLY,7.09135,4.01215,7.09135,1.0722,1770.87,1651.63,0,0,0.6158,0.574336,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUMDIM_freeONLY,7.63309,2.58947,7.63309,1.30555,0,0,993.335,760.858,0.5294,0.405501,0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUNFIO_freeONLY,3.61049,2.52759,3.58201,2.05777,0,0,12.7624,6.20205,0.3428,0.166588,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUNSIB_freeONLY,5.01625,3.57988,5.00209,1.42077,717.722,505.164,0,0,0.4934,0.347276,0,La,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUNSUN_charged,3.87649,3.28835,3.87649,1.61333,0,0,85.8717,53.2265,0.4076,0.252645,0,La,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,
PUPHUE_freeONLY,7.11215,6.70655,7.11215,1.09623,490.347,447.303,0,0,0.4554,0.415424,0,Na,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUPNAQ_freeONLY,3.58947,2.69874,3.57729,1.43868,0,0,28.5625,19.8532,0.3892,0.270525,0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUPXII01_freeONLY,3.75503,3.19147,3.75233,1.57246,0,0,126.307,80.3249,0.384,0.244204,0,Mn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUPXII_freeONLY,3.80026,2.97043,3.80026,1.54706,0,0,109.583,70.8335,0.3832,0.247696,0,Mn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUPYAA_freeONLY,3.97311,3.16979,3.8941,2.0967,0,0,499.749,238.351,0.455,0.217008,0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUQDOW_freeONLY,5.15222,4.10448,5.15222,1.41779,682.397,481.312,0,0,0.4322,0.304841,0,Ag,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUQHEP_freeONLY,4.23931,2.86998,4.23931,1.4551,0,0,447.524,307.555,0.4094,0.281355,0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUQHIT_SL,4.11931,2.80454,4.11931,1.49316,0,0,395.833,265.098,0.431,0.28865,0,Zn,No,,SL,Y,Y,,,,,,,,,,,,,,,,,,,,
PUQXUV_freeONLY,5.37589,5.08075,5.29758,1.50363,233.241,155.118,324.657,215.915,0.4578,0.304462,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUQYAC_freeONLY,5.36415,5.07421,5.36415,1.50028,235.559,157.01,320.725,213.777,0.4614,0.307543,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PURJES_freeONLY,6.1741,5.21501,6.1741,1.2077,1042.8,863.465,0,0,0.4978,0.41219,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PURJIW_freeONLY,8.03037,4.08085,8.02661,0.983584,1405.04,1428.49,0,0,0.6004,0.61042,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PURNEX_freeONLY,4.7596,3.10956,4.7596,4.05678,0,0,644.989,158.991,0.4034,0.0994385,0,"Cu,Si,W",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PURNIB_freeONLY,4.48464,3.06091,4.47021,3.73495,0,0,167.595,44.8719,0.3056,0.0818216,5.35E-05,"Cu,K,Co,Si,W",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PURQEZ_freeONLY,4.01335,3.33782,3.83874,1.25543,343.511,273.621,43.8193,34.9039,0.5654,0.450365,0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PURRIE_freeONLY,4.99199,2.94614,4.97757,1.35446,0,0,208.739,154.113,0.3844,0.283804,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUSXIL_charged,6.89815,4.80142,6.88952,1.16087,2151.45,1853.3,0,0,0.6554,0.564577,0,Zn,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,
PUTYAE_charged,4.56339,3.8937,4.54416,1.48208,836.49,564.403,0,0,0.5,0.337364,0,Ag,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,
PUTYEI_freeONLY,6.07481,4.74641,6.03797,1.15301,1967.9,1706.74,0,0,0.6112,0.530089,0,Ag,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUVJOG_freeONLY,5.99071,5.7142,5.99071,1.16612,1343.68,1152.27,0,0,0.5688,0.487772,0,V,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUWCOZ_freeONLY,3.82515,2.59755,3.81863,1.53228,0,0,198.923,129.821,0.426,0.278017,0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUWCUF_freeONLY,5.39875,3.84481,5.36899,1.32974,1153.84,867.716,0,0,0.5312,0.399477,0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUWDAM_freeONLY,9.00542,5.91155,9.00542,0.805702,2374.94,2947.67,0,0,0.7118,0.883453,0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
PUWDEQ_charged,5.82315,4.48921,5.82315,0.959455,1620.28,1688.75,0,0,0.56,0.583665,0,Zn,Yes,Zn,charged,Y,Y,,,,,,,,,,,,,,,,,,,,
PUWDOA_freeONLY,10.50578,8.82117,10.50578,0.780012,1753.51,2248.05,0,0,0.6836,0.876396,0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
